customer_id, first_name , last_name  , email                           , signup_date, country_code, is_active
        163, Joshua     , Schultz    , oscar98@example.com             , 2024-07-26 , AR          , True
        164, Catherine  , Garcia     , farrelldebra@example.net        , 2025-05-07 , MX          , True
        165, Jason      , Hayes      , robertwilcox@example.com        , 2024-06-16 , US          , True
        166, Cody       , Simmons    , nicholas27@example.org          , 2023-07-06 , CO          , True
        167, Christopher, Reynolds   , lisa80@example.net              , 2026-01-13 , AR          , True
        168, Anna       , Santiago   , qgomez@example.com              , 2025-10-11 , AR          , True
        169, Jennifer   , Schmitt    , michael98@example.org           , 2023-09-11 , MX          , True
        170, Timothy    , Boone      , megan51@example.com             , 2024-12-01 , US          , True
        171, Lindsay    , Bruce      , lynchdiane@example.net          , 2024-01-10 , CO          , True
        172, Henry      , Park       , sandra50@example.org            , 2025-10-13 , US          , True
        173, Ashley     , Morales    , joycebonilla@example.org        , 2025-06-03 , MX          , True
        174, Jason      , Barnes     , eric45@example.net              , 2024-12-25 , MX          , True
        175, Nicole     , Moore      , craigjoseph@example.net         , 2024-06-24 , US          , True
        176, Catherine  , Perry      , kariwilson@example.com          , 2023-07-27 , MX          , True
        177, Erika      , Watkins    , brandon69@example.org           , 2023-04-08 , CL          , True
        178, Kevin      , Clark      , kathrynroberts@example.org      , 2023-04-08 , AR          , False
        179, Julie      , Thompson   , opatel@example.net              , 2024-11-15 , US          , False
        180, Elizabeth  , Gomez      , chensley@example.com            , 2023-04-19 , US          , True
        181, Samantha   , Atkins     , tberry@example.net              , 2024-06-18 , US          , True
        182, Darius     , Smith      , george97@example.net            , 2025-12-05 , MX          , True
        183, Christopher, Richard    , ryanmorales@example.org         , 2024-05-25 , CO          , True
        184, Kyle       , Morgan     , kimberly18@example.net          , 2023-07-30 , AR          , True
        185, William    , Bullock    , michael23@example.org           , 2023-09-03 , US          , True
        186, James      , Morrison   , thompsonkendra@example.com      , 2024-08-06 , MX          , True
        187, Anne       , Riley      , michelle52@example.com          , 2023-06-11 , MX          , True
        188, Scott      , Turner     , brittany58@example.org          , 2024-02-24 , US          , True
        189, Shannon    , Brown      , chase19@example.net             , 2024-09-21 , AR          , True
        190, Steven     , Spencer    , colelisa@example.net            , 2023-10-17 , US          , True
        191, Cassidy    , Mason      , hayeslisa@example.com           , 2026-02-10 , US          , True
        192, Christopher, Lucas      , wrightsamuel@example.com        , 2024-10-09 , CO          , True
        193, Chelsea    , Cox        , paul59@example.org              , 2025-07-19 , CO          , True
        194, Deborah    , Jones      , grantpaul@example.com           , 2025-05-10 , CL          , True
        195, Diane      , Escobar    , mathewaguilar@example.org       , 2025-12-02 , CL          , True
        196, Kyle       , Douglas    , tanderson@example.org           , 2024-02-24 , MX          , True
        197, Nicholas   , Conner     , elizabethcalderon@example.net   , 2026-02-25 , CO          , True
        198, Rita       , Davis      , bromero@example.com             , 2024-02-23 , CO          , True
        199, Stephanie  , Peterson   , ilee@example.org                , 2023-06-21 , CL          , True
        200, Megan      , Garcia     , stanleynancy@example.net        , 2023-08-17 , CO          , True
        201, Nicholas   , Martin     , jenniferwilliams@example.com    , 2025-03-21 , CL          , True
        202, John       , Wallace    , karen73@example.net             , 2023-12-10 , CL          , True
        203, Tammy      , Mueller    , michealvalentine@example.com    , 2024-08-04 , MX          , True
        204, Juan       , Reyes      , mburch@example.net              , 2023-08-25 , MX          , True
        205, John       , Davidson   , angela18@example.org            , 2024-01-28 , CL          , True
        206, Kathryn    , Nelson     , mariahdavis@example.org         , 2025-08-17 , US          , True
        207, Nicole     , Arias      , gbrown@example.com              , 2023-12-07 , MX          , False
        208, Virginia   , Brooks     , florescory@example.net          , 2025-02-20 , CO          , True
        209, Lacey      , Taylor     , samantha72@example.net          , 2024-08-12 , MX          , True
        210, Christina  , Bullock    , scottmary@example.net           , 2025-12-27 , CO          , True
        211, Chelsea    , Henderson  , john10@example.org              , 2024-06-20 , AR          , True
        212, Laura      , Bryant     , copelandvincent@example.net     , 2023-04-17 , CO          , True
        213, Zachary    , Allen      , kellysmith@example.com          , 2023-12-12 , US          , True
        214, Robert     , Beck       , millsmichael@example.net        , 2024-10-30 , AR          , True
        215, Kristin    , Romero     , myerstheodore@example.net       , 2024-05-16 , US          , True
        216, Nathaniel  , Burgess    , kristina53@example.net          , 2025-02-28 , CO          , True
        217, Dale       , Perkins    , dennis58@example.com            , 2025-08-14 , MX          , True
        218, Gregory    , Maxwell    , epollard@example.net            , 2023-10-11 , US          , True
        219, Dennis     , Baldwin    , mjohnson@example.org            , 2025-07-21 , CL          , True
        220, Nina       , Stewart    , zachary87@example.com           , 2023-05-09 , CO          , True
        221, Deborah    , Mitchell   , glennmartin@example.org         , 2025-07-30 , AR          , True
        222, Samuel     , Ross       , ykline@example.com              , 2026-01-31 , CL          , True
        223, Tyler      , Jimenez    , laurie61@example.com            , 2025-01-01 , US          , True
        224, Lynn       , Gardner    , curtis54@example.com            , 2024-07-18 , CO          , True
        225, Jennifer   , Jackson    , cbell@example.net               , 2025-10-13 , CL          , True
        226, Michael    , Bolton     , danielle01@example.net          , 2025-02-07 , US          , True
        227, Michael    , Owen       , stephaniethomas@example.net     , 2025-03-22 , US          , True
        228, Samuel     , Martinez   , kimberlydiaz@example.com        , 2026-01-06 , US          , True
        229, Antonio    , Hernandez  , xrush@example.com               , 2025-06-21 , US          , False
        230, Audrey     , Moreno     , redwards@example.org            , 2026-01-17 , CL          , True
        231, Anthony    , Lopez      , hmcintyre@example.com           , 2025-07-04 , MX          , True
        232, Jane       , Lewis      , heather73@example.org           , 2023-08-22 , CL          , True
        233, Charles    , Thompson   , zosborn@example.net             , 2026-01-25 , AR          , True
        234, Valerie    , Contreras  , piercekelly@example.com         , 2025-09-23 , US          , True
        235, Jennifer   , Ho         , laurahicks@example.org          , 2026-02-13 , MX          , True
        236, Laura      , Young      , jjohnson@example.net            , 2024-04-27 , MX          , True
        237, Linda      , Arnold     , jonesraymond@example.net        , 2025-05-05 , US          , True
        238, Alicia     , Hammond    , martinezlogan@example.org       , 2024-07-22 , CL          , True
        239, Erin       , Cooper     , katrinaanderson@example.net     , 2025-11-25 , CL          , True
        240, Brian      , Martinez   , kevinmartin@example.net         , 2023-11-26 , MX          , True
        241, Stacey     , Stone      , meghan43@example.net            , 2026-01-13 , AR          , True
        242, Joshua     , Weber      , shawgary@example.net            , 2023-09-11 , CL          , True
        243, Donna      , Le         , megan90@example.org             , 2023-06-25 , AR          , True
        244, Stacy      , Wise       , debra96@example.net             , 2025-02-09 , CL          , True
        245, Tyler      , Burton     , dawn47@example.org              , 2025-08-04 , CL          , True
        246, Gail       , Evans      , barkereric@example.com          , 2024-08-28 , US          , True
        247, James      , Lawson     , michelle55@example.com          , 2023-08-17 , AR          , True
        248, Mitchell   , Hoffman    , john14@example.com              , 2023-12-20 , US          , True
        249, Colin      , Roberts    , alin@example.org                , 2026-01-20 , CO          , True
        250, Rachel     , Li         , james27@example.net             , 2024-08-09 , CL          , True
        251, Natasha    , Jimenez    , landrywilliam@example.org       , 2023-11-15 , US          , True
        252, Michael    , Williams   , pharper@example.net             , 2024-08-13 , MX          , True
        253, Amanda     , Boone      , qanderson@example.net           , 2024-04-23 , US          , True
        254, Richard    , Williams   , hudsonjames@example.net         , 2024-02-01 , CO          , True
        255, Paul       , Cole       , marcia99@example.org            , 2023-08-15 , MX          , True
        256, Colin      , Brooks     , angela52@example.org            , 2025-01-01 , US          , True
        257, Richard    , Williams   , taylormason@example.com         , 2024-10-04 , US          , True
        258, Eduardo    , Barry      , markaustin@example.org          , 2024-05-22 , MX          , True
        259, Christina  , Kirby      , william88@example.com           , 2025-04-24 , CO          , True
        260, Kevin      , Cabrera    , mark16@example.net              , 2024-02-21 , AR          , True
        261, Rachel     , Wiggins    , carlsonjoseph@example.net       , 2025-07-12 , AR          , True
        262, Kimberly   , Lane       , silvageorge@example.net         , 2025-05-07 , CL          , False
        263, Kim        , James      , anthonyvaughan@example.org      , 2023-10-20 , MX          , True
        264, Scott      , Barnes     , avaughn@example.net             , 2025-07-04 , CL          , True
        265, Samantha   , Salas      , thorntonapril@example.net       , 2024-03-11 , MX          , False
        266, Eileen     , Fox        , sue78@example.com               , 2024-11-02 , CO          , True
        267, Erica      , Dillon     , chelsea33@example.com           , 2024-11-14 , AR          , True
        268, Jeffrey    , Dudley     , kellie37@example.com            , 2024-08-23 , CL          , True
        269, Ann        , Michael    , keith98@example.com             , 2025-11-09 , US          , True
        270, Ralph      , Reed       , kellyroberts@example.net        , 2023-06-23 , CO          , True
        271, Sandra     , Douglas    , ilewis@example.com              , 2025-12-19 , MX          , True
        272, Heather    , Taylor     , johnsantiago@example.net        , 2023-11-26 , AR          , True
        273, Jesse      , Garcia     , jennifer12@example.org          , 2026-01-22 , AR          , True
        274, Tiffany    , Moore      , mwoods@example.com              , 2024-03-07 , CL          , True
        275, Debbie     , Velez      , pearsonjesse@example.net        , 2025-05-09 , AR          , True
        276, Sharon     , Gentry     , robertmonroe@example.org        , 2026-02-25 , MX          , True
        277, Randy      , Simpson    , nancy04@example.net             , 2025-01-01 , AR          , True
        278, Sarah      , Rogers     , ihays@example.net               , 2024-09-07 , AR          , True
        279, Sheena     , Rosales    , znelson@example.org             , 2024-03-17 , CO          , True
        280, Jessica    , Wong       , alexisrogers@example.com        , 2024-11-25 , US          , True
        281, Katherine  , Thompson   , gwilcox@example.com             , 2023-07-01 , CO          , True
        282, Elizabeth  , Lopez      , thomasboyle@example.org         , 2024-01-02 , AR          , True
        283, Joe        , Molina     , kevin90@example.com             , 2025-02-24 , AR          , True
        284, Heather    , Brown      , marshallerik@example.net        , 2024-09-16 , MX          , True
        285, Paula      , Padilla    , hannah45@example.net            , 2023-11-21 , CL          , True
        286, Susan      , Mendoza    , madkins@example.com             , 2024-06-16 , CO          , True
        287, Andrea     , Ruiz       , kathleenbecker@example.net      , 2025-10-16 , MX          , True
        288, Christopher, Griffin    , christian91@example.org         , 2025-08-30 , MX          , True
        289, Rebecca    , Harris     , franklinbond@example.com        , 2023-08-01 , US          , True
        290, Jamie      , Aguilar    , nolansean@example.org           , 2024-07-26 , MX          , True
        291, William    , Bryant     , hansenemily@example.com         , 2025-05-10 , US          , True
        292, Randy      , Velasquez  , bethwilliams@example.com        , 2025-04-15 , MX          , True
        293, Amber      , Brown      , andersenthomas@example.com      , 2024-06-08 , US          , True
        294, Kayla      , Cannon     , ybrooks@example.com             , 2025-10-13 , CO          , True
        295, Rebecca    , Bennett    , desireebailey@example.org       , 2026-02-21 , US          , True
        296, Phillip    , Anderson   , maryavila@example.com           , 2024-08-05 , MX          , True
        297, Jennifer   , Coleman    , pmorrow@example.com             , 2024-04-03 , US          , False
        298, Joshua     , Pineda     , johnsondonna@example.net        , 2025-06-24 , MX          , True
        299, Nicole     , Smith      , carloswheeler@example.com       , 2024-12-27 , CO          , True
        300, Jacqueline , Williams   , moralesjimmy@example.org        , 2025-06-12 , AR          , True
        301, Kimberly   , Taylor     , jim95@example.net               , 2024-12-27 , US          , True
        302, Emily      , Flores     , nancy83@example.com             , 2024-02-14 , US          , True
        303, Bruce      , Fry        , conniesimmons@example.com       , 2023-05-19 , CO          , True
        304, Maxwell    , Schneider  , ufloyd@example.net              , 2024-06-16 , CL          , True
        305, Edward     , Bennett    , oallen@example.com              , 2025-09-30 , CL          , True
        306, Drew       , Ford       , harttammy@example.net           , 2024-10-15 , CO          , True
        307, Paul       , Scott      , deborah75@example.org           , 2024-10-21 , CO          , True
        308, Maria      , Williams   , mnunez@example.org              , 2025-10-17 , CO          , True
        309, Jacob      , Gill       , timothybooth@example.com        , 2024-02-17 , AR          , True
        310, Regina     , Lewis      , suzannewilson@example.com       , 2025-11-29 , MX          , True
        311, Heather    , Padilla    , jherman@example.com             , 2025-07-04 , CO          , True
        312, Oscar      , Ferguson   , kyle58@example.com              , 2024-08-08 , AR          , True
        313, Leah       , Bowen      , robin55@example.com             , 2023-05-18 , AR          , True
        314, Michelle   , Figueroa   , greensarah@example.net          , 2025-05-06 , CL          , False
        315, Kenneth    , Gonzalez   , noahwhitaker@example.com        , 2024-11-06 , CO          , True
        316, Sherry     , Morgan     , plevy@example.net               , 2024-09-03 , CL          , True
        317, Gary       , Norton     , donaldpayne@example.org         , 2025-12-02 , AR          , True
        318, Amber      , May        , warrenmary@example.org          , 2026-01-01 , CL          , True
        319, Elizabeth  , Duran      , otaylor@example.org             , 2023-06-11 , US          , True
        320, Edward     , Robinson   , nbrooks@example.net             , 2025-03-10 , MX          , True
        321, Christina  , Webb       , ismith@example.net              , 2024-06-11 , AR          , True
        322, Alvin      , Bowen      , andre62@example.org             , 2025-12-03 , AR          , True
        323, Alice      , Allen      , lisa46@example.org              , 2024-05-01 , AR          , True
        324, Richard    , Cunningham , kevinclayton@example.org        , 2025-02-24 , AR          , True
        325, Michele    , Malone     , sullivannicholas@example.com    , 2023-05-29 , US          , True
        326, Albert     , Jackson    , pbruce@example.com              , 2024-11-23 , CO          , True
        327, Michaela   , Davis      , hallrachel@example.net          , 2025-11-01 , CO          , True
        328, Thomas     , Williams   , cohenjuan@example.net           , 2024-11-20 , CL          , True
        329, Antonio    , Mcfarland  , alexis39@example.org            , 2025-06-09 , CO          , True
        330, Jennifer   , Sanders    , evansanne@example.net           , 2025-09-05 , CL          , False
        331, Paul       , Mosley     , patrick21@example.net           , 2025-06-02 , MX          , True
        332, Michael    , Davis      , marypeterson@example.net        , 2026-01-11 , AR          , True
        333, Randy      , Ayala      , walterskristen@example.com      , 2024-09-03 , US          , True
        334, Michael    , Pugh       , llopez@example.net              , 2024-05-09 , AR          , True
        335, Kelsey     , Phillips   , jennifermiller@example.org      , 2024-05-09 , MX          , True
        336, Kristen    , Moore      , gstewart@example.org            , 2023-04-05 , US          , True
        337, Kyle       , Ward       , curtis12@example.com            , 2024-07-21 , US          , True
        338, Angela     , Russell    , davisangela@example.net         , 2024-12-27 , CL          , True
        339, Mark       , Cruz       , robert18@example.org            , 2024-11-29 , CL          , True
        340, Gavin      , James      , josephadams@example.org         , 2023-06-06 , AR          , False
        341, Ryan       , Fisher     , xpatton@example.com             , 2025-12-31 , CL          , True
        342, Jennifer   , Simpson    , stephentaylor@example.org       , 2026-01-05 , AR          , True
        343, Martin     , Oliver     , scott69@example.org             , 2024-02-14 , CO          , True
        344, Carrie     , Dominguez  , zedwards@example.com            , 2024-02-04 , US          , True
        345, Heather    , Henry      , markramirez@example.com         , 2024-04-23 , CL          , False
        346, Sarah      , Gonzalez   , erinpierce@example.net          , 2024-08-04 , US          , True
        347, Jeanette   , Gonzales   , marie16@example.net             , 2024-09-13 , AR          , True
        348, Cynthia    , Allen      , jennifermccormick@example.org   , 2024-07-21 , CL          , False
        349, Carla      , Aguilar    , ystephens@example.com           , 2025-04-16 , CL          , True
